Sample,Group,Time,AC,ASV001,ASV002,ASV003,ASV004,ASV005,ASV006,ASV007,ASV008,ASV009,ASV010,ASV011,ASV012,ASV013,ASV014,ASV015,ASV016,ASV017,ASV018,ASV019,ASV020,ASV021,ASV022,ASV023,ASV024,ASV025,ASV026,ASV027,ASV028,ASV029,ASV030,ASV031,ASV032,ASV033,ASV034,ASV035,ASV036,ASV037,ASV038,ASV039,ASV040,ASV041,ASV042,ASV043,ASV044,ASV045,ASV046,ASV047,ASV048,ASV049,ASV050,ASV051,ASV052,ASV053,ASV054,ASV055,ASV056,ASV057,ASV058,ASV059,ASV060,ASV061,ASV062,ASV063,ASV064,ASV065,ASV066,ASV067,ASV068,ASV069,ASV070,ASV071,ASV072,ASV073,ASV074,ASV075,ASV076,ASV077,ASV078,ASV079,ASV080,ASV081,ASV082,ASV083,ASV084,ASV085,ASV086,ASV087,ASV088,ASV089,ASV090,ASV091,ASV092,ASV093,ASV094,ASV095,ASV096,ASV097,ASV098,ASV099,ASV100,ASV101,ASV102,ASV103,ASV104,ASV105,ASV106,ASV107,ASV108,ASV109,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV121,ASV122,ASV123,ASV124,ASV125,ASV126,ASV127,ASV128,ASV129,ASV130,ASV131,ASV132,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV141,ASV142,ASV143,ASV144,ASV145,ASV146,ASV147,ASV148,ASV149,ASV150,ASV151,ASV152,ASV153,ASV154,ASV155,ASV156,ASV157,ASV158,ASV159,ASV160,ASV161,ASV162,ASV163,ASV164,ASV165,ASV166,ASV167,ASV168,ASV169,ASV170,ASV171,ASV172,ASV173,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV187,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV197,ASV198,ASV199,ASV200,ASV201,ASV202,ASV203,ASV204,ASV205,ASV206,ASV207,ASV208,ASV209,ASV210,ASV211,ASV212,ASV213,ASV214,ASV215,ASV216,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV227,ASV228,ASV229,ASV230,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV238,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV247,ASV248,ASV249,ASV250,ASV251,ASV252,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV264,ASV265,ASV266,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV273,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV280,ASV281,ASV282,ASV283,ASV284,ASV285,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV296,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV308,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV321,ASV322,ASV323,ASV324,ASV325,ASV326,ASV327,ASV328,ASV329,ASV330,ASV331,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV339,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV349,ASV350,ASV351,ASV352,ASV353,ASV354,ASV355,ASV356,ASV357,ASV358,ASV359,ASV360,ASV361,ASV362,ASV363,ASV364,ASV365,ASV366,ASV367,ASV368,ASV369,ASV370,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV384,ASV385,ASV386,ASV387,ASV388,ASV389,ASV390,ASV391,ASV392,ASV393,ASV394,ASV395,ASV396,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV413,ASV414,ASV415,ASV416,ASV417,ASV418,ASV419,ASV420,ASV421,ASV422,ASV423,ASV424,ASV425,ASV426,ASV427,ASV428,ASV429,ASV430,ASV431,ASV432,ASV433,ASV434,ASV435,ASV436,ASV437,ASV438,ASV439,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV446,ASV447,ASV448,ASV449,ASV450,ASV451,ASV452,ASV453,ASV454,ASV455,ASV456,ASV457,ASV458,ASV459,ASV460,ASV461,ASV462,ASV463,ASV464,ASV465,ASV466,ASV467,ASV468,ASV469,ASV470,ASV471,ASV472,ASV473,ASV474,ASV475,ASV476,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV488,ASV489,ASV490,ASV491,ASV492,ASV493,ASV494,ASV495,ASV496,ASV497,ASV498,ASV499,ASV500,ASV501,ASV502,ASV503,ASV504,ASV505,ASV506,ASV507,ASV508,ASV509,ASV510,ASV511,ASV512,ASV513,ASV514,ASV515,ASV516,ASV517,ASV518,ASV519,ASV520,ASV521,ASV522,ASV523,ASV524,ASV525,ASV526,ASV527,ASV528,ASV529,ASV530,ASV531,ASV532,ASV533,ASV534,ASV535,ASV536,ASV537,ASV538,ASV539,ASV540,ASV541,ASV542,ASV543,ASV544,ASV545,ASV546,ASV547,ASV548,ASV549,ASV550,ASV551,ASV552,ASV553,ASV554,ASV555,ASV556,ASV557,ASV558,ASV559,ASV560,ASV561,ASV562,ASV563,ASV564,ASV565,ASV566,ASV567,ASV568,ASV569,ASV570,ASV571,ASV572,ASV573,ASV574,ASV575,ASV576,ASV577,ASV578,ASV579,ASV580,ASV581,ASV582,ASV583,ASV584,ASV585,ASV586,ASV587,ASV588,ASV589,ASV590,ASV591,ASV592,ASV593,ASV594,ASV595,ASV596,ASV597,ASV598,ASV599,ASV600,ASV601,ASV602,ASV603,ASV604,ASV605,ASV606,ASV607,ASV608,ASV609,ASV610,ASV611,ASV612,ASV613,ASV614,ASV615,ASV616,ASV617,ASV618,ASV619,ASV620,ASV621,ASV622,ASV623,ASV624,ASV625,ASV626,ASV627,ASV628,ASV629,ASV630,ASV631,ASV632,ASV633,ASV634,ASV635,ASV636,ASV637,ASV638,ASV639,ASV640,ASV641,ASV642,ASV643,ASV644,ASV645,ASV646,ASV647,ASV648,ASV649,ASV650,ASV651,ASV652,ASV653,ASV654,ASV655,ASV656,ASV657,ASV658,ASV659,ASV660,ASV661,ASV662,ASV663,ASV664,ASV665,ASV666,ASV667,ASV668,ASV669,ASV670,ASV671,ASV672,ASV673,ASV674,ASV675,ASV676,ASV677,ASV678,ASV679,ASV680,ASV681,ASV682,ASV683,ASV684,ASV685,ASV686,ASV687,ASV688,ASV689,ASV690,ASV691,ASV692,ASV693,ASV694,ASV695,ASV696,ASV697,ASV698,ASV699,ASV700,ASV701,ASV702,ASV703,ASV704,ASV705,ASV706,ASV707,ASV708,ASV709,ASV710,ASV711,ASV712,ASV713,ASV714,ASV715,ASV716,ASV717,ASV718,ASV719,ASV720,ASV721,ASV722,ASV723,ASV724,ASV725,ASV726,ASV727,ASV728,ASV729,ASV730,ASV731,ASV732,ASV733,ASV734,ASV735,ASV736,ASV737,ASV738,ASV739,ASV740,ASV741,ASV742,ASV743,ASV744,ASV745,ASV746,ASV747,ASV748,ASV749,ASV750,ASV751,ASV752,ASV753,ASV754,ASV755,ASV756,ASV757,ASV758,ASV759,ASV760,ASV761,ASV762,ASV763,ASV764,ASV765,ASV766,ASV767,ASV768,ASV769,ASV770,ASV771,ASV772,ASV773,ASV774,ASV775,ASV776,ASV777,ASV778,ASV779,ASV780,ASV781,ASV782,ASV783,ASV784,ASV785
D0-MaCont1,MaCont,0 d,72.57,66.217025,1.97044335,3.43292973,1.071160014,0.075196047,7.946227153,3.277933797,2.496815678,0.244003499,0.365237942,0.039899943,1.793962832,0.257815018,0.385187913,0,0.420484017,2.228258367,2.575080951,0.023019198,0.015346132,0.682902874,2.205239169,0.18722281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062919141,0,0,0,0,0,0,0.010742292,0.518699262,0,0,0,0,0,0,0,0,0.03836533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138115188,0,0,0,0.431226309,0,0.179549744,0,0,0,0,0,0,0,0,0,0.013811519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029157651,0,0.084403726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073661434,0,0,0.108957537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082869113,0,0,0,0,0,0,0.026088424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035296104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009207679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039899943,0,0,0,0,0,0,0,0,0,0,0.07673066,0.010742292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012276906,0.016880745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030692264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012276906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003069226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041434556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001534613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0-MaCont2,MaCont,0 d,70.89,73.66598015,2.65867815,2.776633589,0.790114211,1.344317544,5.841602696,1.941583973,1.095300506,0.159146227,0.329526306,0.058041565,1.512825314,0.267740124,0.372589403,0,0.280846283,1.346189852,1.434188354,0.028084628,0.01310616,0.333270923,1.527803782,0.301441678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099232353,0,0,0,0,0,0,0,0.542969481,0,0,0,0,0,0,0,0,0.035573863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18161393,0,0,0,0.346377083,0,0.222804718,0,0,0,0,0,0,0,0,0,0.014978468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018723086,0,0.089870811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084253885,0,0,0.03931848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020595394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031829245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009361543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063658491,0,0,0,0,0,0,0,0,0,0,0.046807714,0.014978468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014978468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018723086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022467703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001872309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1-MaCont1,MaCont,1 d,77.09,61.18658459,5.818297601,13.71046487,5.76310762,0.06792613,1.526215241,1.394608363,1.36276799,0.118870728,1.197198047,0.031840374,0.810868181,0.396943324,0.439397156,0,1.383994906,1.562300998,0.278072596,0.157079176,0.114625345,0.152833793,0.67501592,0.295054129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082784971,0,0,0,0,0,0.322649119,0,0,0,0,0,0,0.084907663,0.329017194,0,0,0,0,0,0,0,0,0.044576523,0,0,0,0,0.042453831,0,0,0,0,0,0,0,0,0,0,0,0.116748037,0,0,0,0.042453831,0,0.038208448,0,0,0,0,0,0,0,0,0,0.02759499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104011887,0,0.072171513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042453831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050944598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053067289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012736149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031840374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046699215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008490766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002122692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1-MaCont2,MaCont,1 d,80.12,61.85727761,6.054247599,13.03058887,5.588388165,0.053901091,1.430303964,1.253200377,1.368702716,0.142452885,1.176198818,0.078926598,0.69878915,0.28298073,0.383082757,0,1.586232121,1.617032745,0.288755847,0.182878703,0.111652261,0.130902651,0.748840164,0.367682446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067376364,0,0,0,0,0,0.365757407,0,0,0,0,0,0,0.080851637,0.232929717,0,0,0,0,0,0,0,0,0.036575741,0,0,0,0,0.021175429,0,0,0,0,0,0,0,0,0,0,0,0.098176988,0.021175429,0,0,0.042350858,0,0.051976053,0,0,0,0,0,0,0,0,0,0.059676208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011550234,0.073151481,0,0.078926598,0,0,0,0,0,0,0,0,0,0,0,0,0.040425819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046200936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017325351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036575741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01925039,0.011550234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025025507,0,0,0,0,0,0,0,0.03850078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059676208,0,0,0,0.015400312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015400312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3-MaCon1,MaCont,3 d,131.6,65.39291217,5.269645609,8.385370205,7.535479685,0.107047279,1.518125051,0.914767659,2.259346363,0.145973563,1.276457708,0.050279783,0.614710891,0.193009488,0.395750547,0,0.574162679,1.510015408,0.317897981,0.230313843,0.089206066,0.098937637,0.720136242,0.386018977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048657854,0,0,0,0,0,0.361690049,0,0,0,0,0,0,0.102181494,0.421701403,0,0,0,0,0,0,0,0,0.048657854,0,0,0,0,0.022706999,0,0,0,0,0,0,0.019463142,0,0,0,0,0.207606845,0,0,0,0.111913065,0,0.110291136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121644635,0,0.090827994,0,0,0,0,0,0,0,0,0,0,0,0,0.009731571,0,0,0,0,0,0,0,0,0,0,0,0,0.027572784,0,0,0,0.04217014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022706999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040548212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047035926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034060498,0,0,0,0,0,0,0,0,0,0,0.019463142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022706999,0.011353499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011353499,0,0,0.016219285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022706999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017841213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001621928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
